num	period	title	date	body
461	endemic	남자친구가 우울증	2023.10.30.	"""더 정확히는 (전)남자친구인데요, 헤어지고 하루 뒤에 연락이 왔는데 우울증 진단을 받았대요. 만날때도 살짝은 예상했었는데 이렇게 심한 우울증일줄은 몰랐습니다. 그렇게 얘기를 좀 하다가 헤어지는걸로 이야기가 됐는데 다시 연락이와서 계속 만나고 싶다고 하더군요. 자기한테 내가 희망같은 존재라고 곁에 있고 싶다고 이런 내용으로요ㅜㅜ. 일단 거절하긴 했는데 지금 헤어지는게 서로에게 좋은게 맞겠죠? 제가 너무 차갑게 거절해서 남자친구를 더 힘들게 한걸까봐 마음이 너무 안좋습니다.. 그런데 사실 저도 남자친구 만나면서 이런저런 상처도 많이받고 헤어졌다가 다시 만나기도 많이 했는데요... 지금 어떻게 해야할지 모르겠습니다ㅜㅜ. . 제가 감당하고 다시 만나도 되는걸까요? 근데 다시 만나는게 남자친구에게도 좋은걸까요? 만나다가 다시 헤어지면 다시 우울증이 심하게 오고.. 이럴까봐 걱정됩니다. 지금 헤어지는게 모두에게 좋은 것인지.. 아니면 힘들더라도 다시 만나는게 좋을지.. 긴 글이지만 답변 부탁드립니다ㅜㅜ"""
462	endemic	병무청 신체검사 우울증 서류	2023.10.31.	"""5년전 신검2급을 받고 군대를 미루고 있다 올해부터 약 8개월정도 정신병원을 다니며 우울증, adhd, 불안장애 진단을 받았습니다. 5년이 지나 다시 신체검사를 받게 되었는데 병원 일반진단서외 챙겨야할 서류들이 있을까요?"""
463	endemic	항우울제 약 이름 좀 알려주세요	2023.11.01.	"""우울증 진단 받고 받아온 약인데, 항불안제인지 항우울제인지 잘 모르겠고, 검색해봐도 약 이름이 안 나오네요.."""
464	endemic	청소년 우울증 초기증상 완화에 좋은...	2023.11.01.	청소년 우울증 초기증상 완화에 좋은 음식이나 운동이 있을까요 ?. 딸아이가 고1인데 우울증 초기증상 입니다 . 아주 심한건 아니지만 학교를 안다니면서 더 심하게 된것 같습니다. 작년에 여러가지 일들이 있었구요 . 지금 말로 다 표현이 어렵지만 청소년 우울증 초기증상 진단 받고 약을 3개월정도 먹고 . 그뒤로 괜찮아져서 다시 또 약은 안먹는데 최근에 다시 또 예민하고 방에서 나오려고 하질않아서 . 걱정이 됩니다 다시 병원가자고 해도 죽어도 싫다고만 하고 약 먹기 싫다고 하니 . 엄마로써 손놓고만 있을수도없고 다른 방법이라도 찾아보려고 합니다 . 어떤 시도든 반강제가 들어가야겠지만 최대한 예민한 아이를 안건드리고 청소년 우울증 초기증상. 극복하게 해주고 싶습니다 운동을 다니게 해볼까 생각도 하는데 어떤게 좋을까요. 예민하고 소심하고 뭘 하려는 의지도 사실은 크게 없습니다 그래도 반강제로라도 시키려고 합니다
465	endemic	이거 우울증일까요	2023.11.01.	"""중학생이 될 날짜가 얼마 남지 않은 초등학생입니다. 일단 기본적으로 평소에 자주(일주일 중 약 5일) 우울감이 들어요. 여기까지만 보면 간단한 우울감 혹은 청소년기에 진입해서 생긴 사춘기라고 생각하실 수도 있어요. 하지만 지금 이 증상이 3달째 이어지고 있습니다. 그리고 자기혐오가 좀 많이 심해졌고 우울증 자가진단에선 항상 우울증 초기 혿안 우울증 중증으로 나왔습니다. 밤이나 새벽에 안 자고 아무 이유 없이 입 막고 소리 없이 우는 경우가 한 달에 4~5번 정도 있고 뭘 하고싶은 의욕이 거의 없어졌어요. 게으름도 늘었고요. 그래도 일상에서 행복한 일이 생기기도 하고 제가 정말 잘 웃어서 그냥 평범한 우울감이겠지, 하고 생각중이지만 정말 조금의 의심이 들어서 이렇게 글을 써봅니다. 꼴사납고 시퍼렇게 어린놈이 이런 글 쓰는 게 아니꼽거나 이상하다고 생각하시는 분들이 계실 수도 있음에도 불구하고 용기내서 글을 써봐요.. . 요약. . 평소 : 꽤 행복함, 잘 웃음. 그치만 짜증이 늘었고 우울감이나 자극적인 생각(ㅈㅅ, ㅈㅎ)이 자주 듬. 자기혐오도 심해짐 - 자주의 의미는 일주일에 4~5번 -. . 자가진단 결과 : 여러 개를 해봤지만 대부분 우울감이 심하다, 우울증 초기다, 상담 받아라 같은 결과가 나옴. 그치만 병원 가기엔 무섭기도 하고 우울증 아닌 것 같고 아직 너무 어리다고 생각 듬.. . 길다면 길고, 짧다면 짧은 글 읽어주셔서 너무 감사드립니다. 처음 쓰는 지식인 질문이라 뭘 어떻게 하는 지 잘 몰라서 채택? 내공? 같은 건 기대 마시길..."""
466	endemic	병무청 신체검사 우울증 서류	2023.11.01.	"""5년전 신검2급을 받고 군대를 미루고 있다 올해부터 약 8개월정도 정신병원을 다니며 우울증, adhd, 불안장애 진단을 받았습니다. 5년이 지나 다시 신체검사를 받게 되었는데 병원 일반진단서외 챙겨야할 서류들이 있을까요?"""
467	endemic	우울증도 치료가 가능한 병인가요?	2023.11.02.	"""우울증과 불안장애 진단을 받고, 1년가까이 약을 처방받아서 복용중인데요. 문득 이 우울증이라는게 치료가 가능한것인지 궁금합니다.. 예전에 약을 복용하기 전보다는 확실히 좋아진걸 느끼는데 앞으로도 계속 먹어야하는건지도 궁금합니다.. . 또, 지금 쿠에타핀정 12.5mg의 반알을 처방받아서 안정제 대용으로 사용중인데. 위와같은 저용량에도 체중증가와 같은 부작용이 나타나는지도 궁금합니다."""
468	endemic	우울증 수험준비	2023.11.02.	지금 우울증 진단 받고 약 먹고 있습니다.. . 식욕이나 수면은 괜찮아졌는데. . 무기력함과 의욕이 살아나지 않네요.. . 그런데 지금 제가 수험생이라 공부를 하고 있는데. . 공부하면 할수록 뭔가 공허하고 무기력해지고 해서 집중이 되질 않아. . 이거 나름대로 또 답답해지고 그러네요.. . 수험이고 뭐고 푹 쉬고 제가 하고 싶은 거 일단 하면서 정신적으로 안정되고 싶은데 . . 그러면 또 제 스스로도  미래 걱정도 되고 . . 가족들도 걱정해주고 있는 상황이라 이러지도 저러지도 못 하네요.... . (참고로 가족들은 우울증인 거 모르고 있는 상황입니다.). . 이 상태에서 수험 준비 하는 게 맞는지 의문이 들어서. . 조언 듣고 싶어서 이렇게 글 올려봐요.
469	endemic	우울증 진단	2023.11.02.	우울증을 진단받을려면 어디로 가야하나요? . 정신과로 가야하나요? 종합심리검사에서 우울증을 진단받을수 있나요?. 그리고 우울증진단은 어떻게 이루어지나요? 상담하고진단을 받나요?
470	endemic	우울증은 아닌 거 같은데 어떻게 하나요	2023.11.03.	초등학교 6학년 인데요. 학교에서 친구들이랑 잘 놀다 가도 제가 불편하다는 친구들이 있으면 바로 울컥하고. 내가 뭘 잘못했나 하루 종일 생각하느라 잠도 잘 못 자요. . 우울증 자가 진단 해봤는데 45점 우울한 상태에 전문가와 상담해보라고 나오고요. 솔직히 자가 진단은 못 믿겠어서 질문 해봐요. . 평소에도 잘 지낸다 싶으면 또 우울해지고. 친구들이 다 절 차갑게 대하는 거 같아서 힘들어요. . 한 명은 저랑 절교하고 싶다 하더라고요... 솔직히 저는 제가 뭘 잘못한 건지 잘 모르겠는데. 제 성격이 이상한 건가요.... . 친구들이랑 같이 댄스 부 다니는데 이제 못 다닐 거 같고요... . 중학교 들어가면 아예 다 절교 해버릴 예정인데요. 그 전까진 계속 버텨야 할 거 같아요
471	endemic	우울증도 치료가 가능한 병인가요?	2023.11.03.	"""우울증과 불안장애 진단을 받고, 1년가까이 약을 처방받아서 복용중인데요. 문득 이 우울증이라는게 치료가 가능한것인지 궁금합니다.. 예전에 약을 복용하기 전보다는 확실히 좋아진걸 느끼는데 앞으로도 계속 먹어야하는건지도 궁금합니다.. . 또, 지금 쿠에타핀정 12.5mg의 반알을 처방받아서 안정제 대용으로 사용중인데. 위와같은 저용량에도 체중증가와 같은 부작용이 나타나는지도 궁금합니다."""
472	endemic	우울증에 신경안정제 계속 복용하는게...	2023.11.03.	편두통으로 신경과를 다니고 있으며. 최근 회사 스트레스가 엄청 심해졌구 좋아하던 사람과 이별까지 겹쳐 공황비슷하게 우울증이 심해져 신경안정제를 처방해달라고 하여 증상이 심할때만 먹고 있습니다.. . 아놀락정 0.5mg 을 처방 받아 솔직한 마음은 계속 먹고 싶습니다.. 의존성이랄까요? 계속 약에 의존하고 싶은? 약도 그렇다고 막 환상적인 효과가 있는건 아니지만 급할땐 어느정도는 진정시켜주는게 있어서 없어서는 안될거 같습니다.. 회사 스트레스도 스트레스지만 이별에 아픔때매 우울이 오랜시간이 지났음에도 진정되질 않아 일상이 너무 힘드네요.. 회사도 가뜩이나 새로운 부서 발령으로 일도 새로배워야하고 인간관계를 새로해야하는 걱정까지..... . 정신적으로 지금 많이 무너져있는 상태이고 표현을 못해서 그렇지 고비네요.. . 우울증 자가진단테스트 해보면 몇년째 항상 고위험 수준으로ㅜ나오는데 신경안정제는 없이 그래도 잘 버텨왔는데..... . 번아웃에 이별이라 휴..... . 신경안정제를 매일 먹으면 어떻게 될까요?. 다음 병원 방문일까지 아직 20일 이상 남아서 급하게 지식인 선생님들에게 도움을 구하고자 합니다.. . 최근 13일사이 3번 먹었고 그 이전 일주일 사이 이별로 힘들어서 네번정도 먹은거 같습니다.. . 지금도 너무 먹고 싶어요. 교대근무라 이거때매 잠도 제대로 못자서 심장도 두근거리며 답답하고 가슴도 미어오며 답답한게 우울감이 미칠거같아요.. 어쩌죠 ㅠㅠㅠ 신경안정제 남용해도 될까요 하
473	endemic	우울증인 것 같은데 부모님한테 뭐라고...	2023.11.05.	"""중3 여학생입니다. 제기 우울증인 것 같아요. 최근 공부와 친구 등 다양한 곳에서 스트레스를 받았어요. 중2때부터 그랬는데 요즘 들어 점점 심해지는 것 같아요. 낮에는 친구들이랑 잘 놀고 학원도 열심히 다니는데 밤에 혼자서 침대에 누워있으면 갑자기 기분이 울적해지고 눈물이 갑자기 막 흘러나와요. 제 스스로가 이러니까 미래에 대한 두려움도 더 커지고 있어요. 심지어 내년에 고등학생이라… 더더욱이요.. 자ㅎ는 거의 일상으로 해요. 그래서 팔쪽에 상처가 많고.. 주변 사람들에게 얘기 해볼까 싶다가도 저 땜에 남이 슬퍼하는거에 죄책감을 가지는 성격이라 못하겠어요. 혼자서 다양한 사이트에서 우울증 자가진단 해봤는데 고위험군, 위험 등의 결과가 나왔어요. 이번 기말고사만 끝나면 부모님께 한 번 털어놓으려고 합니다. 그런데 뭐라고 말해야 할지를 모르겠어요. 가정 형편이 엄청나게 좋은 편도 아니라 상담비도 꽤 나가지 않을까 하는 걱정도 있고요.. 어떻게 해야 할까요….?"""
474	endemic	우울증 증상 및 진단	2023.11.05.	19살 고등학생입니다. 거의 매일 아무 이유 없이 갑자기 기분이 확 들떠서 아드레날린이 나오는 느낌이 나고 우울해지는게 반복되고 타인이랑 몇마디 나누는것도 피하고싶으며 하고있는 공부 집중이 안되고 하루에 몇번정도 아무 이유 없이 눈물이 납니다 손이 벌벌 떨리고 죽고싶다는 생각도 가끔 합니다 가끔 이런 상황을 해결하기 위해 게임을 하거나 포르노를 보는데 막상 다 하고 나면 너무 공허해져서 최근 몇달간 도파민이 나오는 행동들은 거의 안했습니다. 거의 1년째 집 - 학교 - 집 생활을 반복중이며 외출은 한달에 한두번 할까말까입니다. 제가 우울증인지 궁금하고 만약 우울증이라면 미성년자가 부모님 없이 진단을 받고 처방을 받는게 가능한지 궁금합니다
475	endemic	초6) 우울증 인가요	2023.11.06.	"""13살 내년 중1 여자 11입니다. 사춘기 있어요.저만 이래요?. . 일단 사회문제나 이슈 진짜 두렵고요, 미래도 무서워요. 불확실한거 진짜 무서워합니다.. . 가족 못 보는거 진짜 무섭고요, 그 다음이 친구 입니다.. 전 찐친5명 있어요. 걔네는 믿을 만 한데 올해사귄 친구나, 다른 친구들이 절 가식으로 친하게 지내준다 라는 생각이 한 번씩 들어요. 저 근데 친구 엄청 좋아하거등요. 그럴 때 마다 미안합니다. 또 걔네들은 ㄷl지게 이뻐서 옆에 있으면 말라비틀어진 오징어 되는거 힘들어요.. . 진로도 못고르겠어요. 좋아하는게 피아노 치는거입니다. 유일한 취미고요. 잘하는 건 없습니다. 그래서 진로에 관한 얘기가 나올때 마다 무기력해져요. 다들 급급할 필요 없다하는데 저도 급급 안하고 싶어요. 근데 그데 어려워요. 어떻게 하는 지 모르겠습니다. 잘 하는게 없다보니 갈피를 못잡겠어요. 지칩니다.. . 마음은 또 겁내 여려서 뭐만 하면 울고, 맨날 웁니다. 근데 펑펑이 아니라 닭똥만큼 나와서 울기도 힘들어요. 왜 우는지 이유는 모르겠습니다. 평소에 말짱하게 생활합니다.. . 맨날 울고 그러다 폰들여다 보고 해서 잠도 잘 못자요. 애초에 불면증 있었는데 더 심해진거 같고요 학교에선 게임아니면 누워퍼져있거나 실과수행땜에 바느질해요. 수다도 많이 떨고요.. 무기력함이랑 우울감 없애려고 작년부터 덕질해왔는데 요즘은 봐도 우울합니다.. . 좀 여유롭게 압박감 없이 살고 싶어요. 삼성병원 우울증 자가진단 26/60으로 심하다고 나왔고요 사춘긴거 알지만 둘다일지도 모르니까 글 써봐요.. . ㅈr해 그딴 건 해본적도 없습니다. 근데 머리채 부여잡거나 손발톱 뜯거나 입술뜯습니다. 손발톱 뜯다가 피보는 일 많습니다. 전에 비해 머리도 많이 빠져요.. . 이 글 쓰기 전에 동갑내기 지식인글 많이 보고왔고요 단순 사춘기라서 그렇다 라는 말 말고 진지하게 답변 남겨주시면 감사하겠습니다. 내공50걸고 뭐 센터나 의사 상담사 이런 분들 말고 이런거 겪어봤을 인생선배님 조언 듣고싶습니다. 진짜 힘들어요. 이 우울감이랑 불안감 좀 어떻게 해주세요."""
